rendimiento_promedio_media,num_enlaces,num_imgs,num_keywords,subjetividad_global,fin_de_semana,polaridad_negativa_media,subjetividad_titulo,abs_title_sentiment_polarity,es_viral,tematica_num
0.0,24.0,42.0,8.0,0.539251643418,0.0,-0.226785714286,0.5,0.0,1,5
0.0,21.0,20.0,10.0,0.506535131535,0.0,-0.206547619048,0.0,0.0,1,5
0.0,9.0,1.0,7.0,0.284210526316,0.0,-0.108333333333,0.0,0.0,0,3
0.0,20.0,20.0,7.0,0.53365762214,0.0,-0.230263157895,0.0,0.0,0,5
0.0,1.0,1.0,6.0,0.396401515152,0.0,0.0,0.45,0.4,1,3
0.0,3.0,1.0,4.0,0.331639928699,0.0,-0.456481481481,0.7,0.4,0,2
0.0,5.0,1.0,10.0,0.313095238095,0.0,-0.116666666667,0.9,0.4,0,5
0.0,5.0,1.0,9.0,0.560695732839,0.0,-0.263888888889,0.0,0.0,1,5
0.0,22.0,28.0,9.0,0.480777660778,0.0,-0.202291666667,0.5,0.5,1,5
0.0,1.0,0.0,10.0,0.517984307359,0.0,-0.1775,0.0,0.0,0,1
0.0,18.0,1.0,6.0,0.375048678466,0.0,-0.213888888889,0.5,0.5,0,2
0.0,8.0,1.0,7.0,0.491427884285,0.0,-0.244444444444,0.0,0.0,1,2
0.0,2.0,19.0,7.0,0.531972336606,0.0,-0.341666666667,0.0,0.0,1,5
0.0,0.0,14.0,9.0,0.571906729634,0.0,-0.177777777778,0.0,0.0,0,5
0.0,5.0,1.0,6.0,0.467187049062,0.0,-0.229166666667,1.0,1.0,0,1
0.0,7.0,1.0,8.0,0.651940457204,0.0,-0.4,0.0,0.0,1,1
0.0,4.0,1.0,10.0,0.553519570707,0.0,-0.320138888889,0.55,0.35,0,1
0.0,27.0,20.0,10.0,0.511652567616,0.0,-0.230263157895,1.0,0.6,1,5
0.0,9.0,0.0,9.0,0.4,0.0,-0.392857142857,0.666666666667,0.5,1,4
0.0,8.0,1.0,6.0,0.420033670034,0.0,-0.2328125,0.0,0.0,0,3
0.0,4.0,0.0,6.0,0.395588235294,0.0,0.0,0.4,0.1,1,0
0.0,21.0,20.0,9.0,0.524163336663,0.0,-0.214880952381,0.0,0.0,0,5
0.0,0.0,1.0,8.0,0.588636363636,0.0,0.0,0.0,0.0,0,5
0.0,24.0,42.0,7.0,0.507184717798,0.0,-0.214880952381,0.0,0.0,1,5
0.0,19.0,20.0,10.0,0.536793473822,0.0,-0.269736842105,0.7,0.05,0,5
0.0,20.0,20.0,8.0,0.510508122241,0.0,-0.222916666667,0.0,0.0,1,5
0.0,2.0,1.0,5.0,0.442857142857,0.0,-0.3,0.0,0.0,0,2
0.0,25.0,20.0,8.0,0.506584209441,0.0,-0.236111111111,0.0,0.0,0,1
0.0,5.0,0.0,10.0,0.57238292011,0.0,-0.363888888889,0.583333333333,0.25,0,0
0.0,21.0,20.0,9.0,0.499397646187,0.0,-0.205740740741,0.0,0.0,0,5
0.0,20.0,20.0,8.0,0.49594468032,0.0,-0.231547619048,0.0,0.0,0,5
0.0,2.0,0.0,10.0,0.423076923077,0.0,-0.4,0.85,0.4,1,5
0.0,21.0,20.0,8.0,0.520903679654,0.0,-0.204901960784,0.642857142857,0.214285714286,0,5
0.0,21.0,20.0,9.0,0.505898268398,0.0,-0.231547619048,0.0,0.0,0,5
0.0,5.0,1.0,6.0,0.467353219697,0.0,-0.215476190476,0.427272727273,0.168181818182,1,0
0.0,21.0,20.0,8.0,0.506520305092,0.0,-0.212354497354,0.333333333333,0.25,1,5
0.0,7.0,1.0,10.0,0.425089367703,0.0,-0.225793650794,0.5,0.1,1,5
0.0,11.0,1.0,7.0,0.542579860227,0.0,-0.338888888889,0.65,0.5,0,1
0.0,7.0,0.0,9.0,0.381986531987,0.0,-0.4,0.25,0.2,0,5
0.0,9.0,23.0,10.0,0.462137609865,0.0,0.0,0.454545454545,0.136363636364,0,2
0.0,5.0,10.0,6.0,0.490943267259,0.0,-0.290476190476,0.5,0.136363636364,0,5
0.0,19.0,19.0,10.0,0.535241457572,0.0,-0.219444444444,0.0,0.0,0,5
0.0,3.0,1.0,9.0,0.455703463203,0.0,0.0,0.0,0.0,0,5
0.0,22.0,20.0,7.0,0.513514364423,0.0,-0.215384615385,0.333333333333,0.25,0,5
0.0,1.0,4.0,9.0,0.402304292929,0.0,-0.189409722222,0.0666666666667,0.0333333333333,0,5
0.0,21.0,20.0,9.0,0.509792163619,0.0,-0.215,0.0,0.0,0,5
0.0,3.0,1.0,8.0,0.518465543466,0.0,-0.172395833333,0.75,0.125,1,5
0.0,1.0,1.0,9.0,0.462730755834,0.0,-0.150925925926,0.375,0.0625,0,5
0.0,7.0,1.0,5.0,0.374735449735,0.0,-0.188888888889,0.483333333333,0.416666666667,1,3
0.0,4.0,1.0,9.0,0.574358974359,0.0,-0.166666666667,0.5,0.5,0,0
0.0,3.0,1.0,6.0,0.593006993007,0.0,-0.1,0.0,0.0,0,2
0.0,8.0,1.0,7.0,0.564637445887,0.0,-0.310185185185,0.0,0.0,0,3
0.0,4.0,1.0,10.0,0.514475108225,0.0,-0.260416666667,0.0,0.0,1,5
0.0,3.0,1.0,6.0,0.419907407407,0.0,-0.28,0.0,0.0,0,3
0.0,14.0,11.0,10.0,0.521929824561,0.0,-0.2375,0.5,0.5,0,4
0.0,19.0,20.0,8.0,0.521697460615,0.0,-0.213461538462,0.454545454545,0.136363636364,0,5
0.0,7.0,1.0,8.0,0.398739495798,0.0,-0.130357142857,0.0,0.0,0,1
0.0,3.0,12.0,10.0,0.435975299211,0.0,-0.372619047619,0.454545454545,0.136363636364,0,0
0.0,10.0,1.0,7.0,0.408022359585,0.0,-0.257738095238,0.0,0.0,1,4
0.0,15.0,1.0,6.0,0.497292490119,0.0,-0.316666666667,0.0,0.0,0,4
804.380311355,5.0,0.0,6.0,0.449867724868,0.0,-0.366666666667,0.0,0.0,0,3
728.230311355,8.0,1.0,6.0,0.343411290606,0.0,-0.176128472222,0.3,0.2,0,3
1184.56000887,4.0,9.0,10.0,0.406818181818,0.0,-0.15,0.0,0.0,1,5
1114.02403846,5.0,1.0,4.0,0.434218460111,0.0,-0.278472222222,0.0,0.0,0,0
884.851996337,14.0,1.0,10.0,0.394949494949,0.0,-0.235,0.3,0.0,0,1
1191.15905649,5.0,9.0,10.0,0.405909090909,0.0,-0.3,0.0,0.0,0,5
1539.41721362,20.0,20.0,8.0,0.503184096605,0.0,-0.198039215686,0.0,0.0,1,5
1399.69230769,20.0,16.0,7.0,0.628888888889,0.0,-0.497916666667,0.1,0.1,1,1
1802.97293791,3.0,1.0,10.0,0.395086580087,0.0,0.0,0.666666666667,0.333333333333,0,2
713.919230769,3.0,1.0,5.0,0.470415525518,0.0,-0.258263888889,0.4,0.1,1,0
1466.21043284,21.0,20.0,7.0,0.525368805951,0.0,-0.222916666667,0.8,0.4,0,5
1645.5334142,20.0,20.0,7.0,0.509571785603,0.0,-0.222916666667,0.3,0.1,0,5
707.240740741,6.0,13.0,6.0,0.446548392084,0.0,-0.408333333333,0.0666666666667,0.0333333333333,0,0
1516.04068423,1.0,0.0,7.0,0.3675,0.0,-0.1625,0.0,0.0,0,5
649.607407407,17.0,1.0,6.0,0.601256840644,0.0,-0.349404761905,0.0,0.0,0,2
1048.3102877,26.0,1.0,8.0,0.462272437272,0.0,-0.233428571429,0.0,0.0,0,5
848.688888889,5.0,1.0,5.0,0.518181818182,0.0,-0.130555555556,0.0,0.0,1,0
831.510493827,6.0,11.0,9.0,0.637719298246,0.0,-0.502083333333,1.0,1.0,1,4
1777.3305987,20.0,19.0,8.0,0.522507090611,0.0,-0.295666666667,0.2,0.1,0,5
858.143055556,32.0,1.0,8.0,0.460383895532,0.0,-0.349831649832,0.0,0.0,0,1
1084.44620811,3.0,0.0,9.0,0.484895833333,0.0,-0.283333333333,0.1,0.0,1,0
3492.73042328,3.0,0.0,6.0,0.489583333333,0.0,-0.48125,0.54375,0.25625,0,1
1775.37196392,23.0,19.0,10.0,0.524538239538,0.0,-0.210119047619,0.5,0.25,0,1
1596.9530987,19.0,19.0,8.0,0.528352625635,0.0,-0.213461538462,0.0,0.0,0,5
1740.77979726,36.0,19.0,10.0,0.494428661616,0.0,-0.187324929972,0.0,0.0,0,5
1232.38121693,7.0,1.0,6.0,0.518461619681,0.0,-0.193055555556,0.0,0.0,0,3
1047.39764563,1.0,10.0,10.0,0.387095959596,0.0,-0.283333333333,0.0,0.0,0,3
512.055555556,5.0,1.0,8.0,0.493133401686,0.0,-0.260763888889,0.1,0.2,0,0
1206.95740741,5.0,0.0,6.0,0.371895424837,0.0,-0.1875,0.0,0.0,1,1
935.488888889,10.0,1.0,5.0,0.439393939394,0.0,-0.3,0.0,0.0,0,0
1487.91093567,24.0,20.0,10.0,0.511071533644,0.0,-0.2625,0.0,0.0,0,1
826.62962963,3.0,8.0,6.0,0.426085176085,0.0,-0.170138888889,0.0,0.0,1,0
801.911111111,5.0,1.0,4.0,0.183226495726,0.0,-0.118518518519,0.0,0.0,1,2
3487.08756614,2.0,0.0,6.0,0.741666666667,0.0,-0.433333333333,0.95,0.65,1,1
3987.42281746,5.0,10.0,8.0,0.46053228022,0.0,-0.320833333333,1.0,0.5,1,1
1159.55997896,28.0,20.0,10.0,0.525323614294,0.0,-0.267647058824,0.3125,0.2375,0,1
1225.84276468,2.0,0.0,10.0,0.491230275101,0.0,-0.343939393939,0.0,0.0,0,5
641.528888889,7.0,1.0,5.0,0.438277511962,0.0,-0.52380952381,0.333333333333,0.25,1,2
1437.01574074,13.0,11.0,6.0,0.517505411255,0.0,-0.347619047619,0.454545454545,0.136363636364,1,1
1366.79382716,10.0,1.0,9.0,0.468743078627,0.0,-0.21164021164,0.288888888889,0.177777777778,1,1
1334.2699737,2.0,0.0,8.0,0.4,0.0,-0.2,0.0,0.0,0,0
1644.36111111,8.0,1.0,4.0,0.539984126984,0.0,-0.45625,0.0,0.0,1,0
960.986035354,5.0,0.0,10.0,0.510267857143,0.0,-0.125,0.4,0.1,1,5
1166.81712963,6.0,1.0,6.0,0.445928030303,0.0,0.0,0.0,0.0,1,5
542.041043084,9.0,1.0,7.0,0.614920634921,0.0,-0.322222222222,0.0,0.0,1,3
886.663412698,12.0,1.0,8.0,0.381944444444,0.0,-0.110416666667,0.0,0.0,1,3
1071.70740741,3.0,1.0,6.0,0.338221500722,0.0,0.0,0.428571428571,0.214285714286,1,4
2958.26706349,5.0,1.0,10.0,0.607028985507,0.0,-0.408333333333,0.9,0.6,1,0
2193.5776455,4.0,8.0,6.0,0.252678571429,0.0,-0.125,0.0,0.0,1,1
1222.8898541,2.0,11.0,9.0,0.34380952381,0.0,-0.482142857143,0.0,0.0,0,1
1447.14444444,5.0,0.0,10.0,0.391666666667,0.0,-0.283333333333,0.6,0.5,1,0
815.969614512,7.0,1.0,7.0,0.4,0.0,-0.413333333333,0.0666666666667,0.0333333333333,1,1
1319.9027544,20.0,19.0,9.0,0.535146103896,0.0,-0.288333333333,0.0,0.0,1,5
1640.09313321,19.0,20.0,7.0,0.530465367965,0.0,-0.222916666667,0.642857142857,0.214285714286,0,5
1442.8833123,1.0,0.0,10.0,0.467346938776,0.0,-0.32619047619,0.0,0.0,0,0
1516.20793959,23.0,28.0,9.0,0.540873759688,0.0,-0.215384615385,0.9,0.175,0,5
1113.67944444,11.0,1.0,7.0,0.443176623377,0.0,-0.300432900433,0.0,0.0,1,5
1547.78513889,13.0,11.0,8.0,0.502765151515,0.0,-0.208333333333,0.9,0.6,1,1
5047.34886621,28.0,10.0,7.0,0.403695114409,0.0,-0.375,0.7,0.633333333333,1,1
855.014550265,2.0,1.0,6.0,0.465329145492,0.0,-0.317083333333,0.7,0.4,0,3
503.354444444,4.0,0.0,10.0,0.317226890756,0.0,-0.119047619048,0.0,0.0,0,3
1746.20746032,31.0,26.0,5.0,0.251447163947,0.0,-0.33125,0.0,0.0,0,1
1564.27407407,19.0,8.0,6.0,0.453645748571,0.0,-0.241005291005,0.0666666666667,0.0333333333333,1,4
1069.21481481,3.0,1.0,3.0,0.4,0.0,0.0,0.0,0.0,1,2
534.607407407,8.0,1.0,6.0,0.44202437913,0.0,-0.25,0.5,0.136363636364,0,2
1169.36111111,6.0,1.0,4.0,0.55961038961,0.0,-0.410227272727,0.0,0.0,1,0
5316.56375661,1.0,0.0,6.0,0.495238095238,0.0,-0.295833333333,0.0,0.0,0,1
847.420634921,10.0,1.0,7.0,0.378437323546,0.0,-0.234259259259,0.0,0.0,1,3
1553.82954145,32.0,15.0,9.0,0.522451916425,0.0,-0.256018518519,0.3,1.0,1,1
773.771180556,10.0,1.0,8.0,0.374286987522,0.0,0.0,0.0,0.0,1,5
1182.5718254,11.0,1.0,4.0,0.430985060691,0.0,-0.247222222222,0.0,0.0,0,3
1268.66644444,9.0,1.0,10.0,0.391666666667,0.0,-0.147916666667,0.0,0.0,0,1
1261.10888889,2.0,0.0,5.0,0.432586580087,0.0,-0.34,0.4,0.4,1,0
3499.31375661,4.0,0.0,6.0,0.680769230769,0.0,-0.8,0.0,0.0,0,1
1309.22188724,2.0,1.0,7.0,0.457231404959,0.0,-0.125,0.454545454545,0.136363636364,1,5
1349.20447896,3.0,1.0,10.0,0.498571428571,0.0,0.0,0.0,0.0,0,5
424.344444444,3.0,13.0,10.0,0.440725578769,0.0,-0.445,0.0,0.0,0,0
955.264444444,3.0,1.0,10.0,0.621604938272,0.0,-0.585185185185,0.833333333333,0.666666666667,1,2
1709.42886845,22.0,20.0,6.0,0.521199969621,0.0,-0.234814814815,0.0,0.0,0,5
758.857460317,4.0,1.0,5.0,0.385322793149,0.0,-0.255555555556,0.1,0.3,1,3
927.05308642,10.0,1.0,9.0,0.424340047707,0.0,-0.269717261905,0.0,0.0,0,1
929.523492063,12.0,1.0,7.0,0.354901960784,0.0,-0.3125,0.333333333333,0.25,0,2
1328.22914563,2.0,9.0,10.0,0.50700088442,0.0,-0.354497354497,0.0,0.0,0,5
1481.04265702,21.0,20.0,7.0,0.517849243214,0.0,-0.290666666667,0.9,0.6,0,5
2007.83592233,20.0,20.0,7.0,0.524681690858,0.0,-0.21858974359,1.0,0.3,0,5
1062.19074074,8.0,1.0,6.0,0.496912878788,0.0,-0.228819444444,1.0,0.5,1,2
1072.38919325,5.0,0.0,10.0,0.479494949495,0.0,-0.483333333333,0.0,0.0,1,5
1312.61111111,8.0,1.0,4.0,0.413095238095,0.0,-0.116666666667,0.0,0.0,1,0
1273.21997896,21.0,19.0,10.0,0.525172937029,0.0,-0.244230769231,0.0,0.0,1,1
643.469614512,7.0,1.0,7.0,0.415773809524,0.0,-0.285714285714,0.0,0.0,0,3
1647.04074074,4.0,0.0,6.0,0.360416666667,0.0,-0.325,0.0,0.0,0,1
1297.47109748,2.0,1.0,9.0,0.394393939394,0.0,-0.388095238095,0.9,0.8,1,5
1007.01282107,21.0,19.0,10.0,0.492321322468,0.0,-0.212239583333,0.571428571429,0.357142857143,0,1
1245.47185185,3.0,1.0,6.0,0.546428571429,0.0,-0.1,0.5,0.5,0,2
1074.66843034,5.0,8.0,9.0,0.593048128342,0.0,-0.194444444444,0.507070707071,0.089898989899,1,0
580.344444444,34.0,15.0,10.0,0.483901515152,0.0,-0.348333333333,0.0,0.0,1,0
732.869614512,9.0,1.0,7.0,0.447603586889,0.0,-0.25,0.0,0.0,0,3
3862.65361552,1.0,0.0,9.0,0.578571428571,0.0,-0.54,1.0,0.25,1,1
1431.06022139,26.0,20.0,10.0,0.512744037009,0.0,-0.208035714286,0.488095238095,0.232142857143,1,1
1525.11644444,12.0,1.0,10.0,0.388045634921,0.0,-0.427777777778,0.0,0.0,0,1
941.780555556,7.0,0.0,8.0,0.434569433834,0.0,-0.287962962963,0.383333333333,0.35,0,2
2143.830928,12.0,1.0,8.0,0.367424242424,0.0,0.0,0.0,0.0,0,0
2295.1577588,9.0,0.0,8.0,0.508810726311,0.0,-0.399458333333,0.0,0.0,0,1
1354.12948479,2.0,1.0,5.0,0.373262987013,0.0,-0.25,0.8,0.4,1,0
2060.62847379,5.0,1.0,7.0,0.481073858115,0.0,-0.343315018315,0.4,0.2,0,2
1544.86207066,8.0,1.0,6.0,0.644372294372,0.0,-0.452380952381,0.0,0.0,0,0
1320.71110679,5.0,1.0,6.0,0.525852272727,0.0,-0.216666666667,0.0,0.0,0,5
1022.63154799,9.0,1.0,9.0,0.445970575318,0.0,-0.253333333333,0.0,0.0,1,2
924.261536756,4.0,1.0,7.0,0.364454545455,0.0,-0.166666666667,0.0,0.0,0,1
1756.21253429,5.0,0.0,9.0,0.596022727273,0.0,-0.297916666667,0.454545454545,0.136363636364,1,0
1746.61200452,7.0,1.0,6.0,0.43807409066,0.0,-0.353333333333,0.5,0.5,0,1
2438.21034507,5.0,0.0,6.0,0.551358024691,0.0,-0.33858974359,0.0,0.0,0,1
1434.55484741,10.0,1.0,7.0,0.489351851852,0.0,-0.166666666667,0.5,0.0625,0,2
1942.77292673,23.0,20.0,5.0,0.535378379482,0.0,-0.325208333333,0.9,0.5,1,2
1554.65847306,45.0,19.0,10.0,0.498341579056,0.0,-0.21,0.0,0.0,0,5
2618.97063121,8.0,1.0,7.0,0.429008838384,0.0,-0.20625,0.0,0.0,1,5
1575.52948479,4.0,1.0,5.0,0.457666975881,0.0,-0.3625,0.0,0.0,0,0
2249.22544131,10.0,0.0,6.0,0.4234375,0.0,-0.24375,0.0,0.0,1,5
1136.56396734,6.0,1.0,8.0,0.467841186591,0.0,-0.229100529101,0.0,0.0,1,5
976.913443726,5.0,0.0,8.0,0.418035714286,0.0,-0.251785714286,0.2,0.1,0,5
2482.02989318,16.0,11.0,10.0,0.46220043573,0.0,-0.227579365079,0.6,0.5,0,0
1212.94123733,12.0,6.0,6.0,0.396029986274,0.0,-0.1,0.0,0.0,1,0
1325.21678638,6.0,1.0,5.0,0.497399891775,0.0,-0.210515873016,0.454545454545,0.136363636364,0,2
988.275246882,8.0,0.0,9.0,0.353143939394,0.0,-0.269444444444,0.0,0.0,0,1
1059.74804469,11.0,1.0,7.0,0.546999963314,0.0,-0.227380952381,0.0,0.0,0,3
2868.33877772,4.0,0.0,5.0,0.366666666667,0.0,0.0,0.283333333333,0.266666666667,1,3
1084.36726257,6.0,1.0,5.0,0.486006683375,0.0,-0.181111111111,0.0,0.0,1,3
2580.14624251,3.0,0.0,6.0,0.610377046325,0.0,-0.33612745098,0.2,0.15,0,1
1322.70175302,27.0,20.0,10.0,0.522832519163,0.0,-0.247058823529,0.454545454545,0.136363636364,0,1
835.291344662,11.0,1.0,8.0,0.478346653347,0.0,-0.141071428571,0.0,0.0,1,1
1755.08645509,6.0,10.0,8.0,0.487274531025,0.0,-0.258333333333,0.0,0.0,1,5
1575.55484741,6.0,1.0,7.0,0.392424242424,0.0,-0.0916666666667,1.0,0.0,1,3
3540.31551761,15.0,10.0,4.0,0.500980392157,0.0,-0.35,0.833333333333,0.433333333333,1,1
974.251829797,10.0,1.0,7.0,0.44018572825,0.0,-0.313888888889,0.0,0.0,0,0
924.821664072,12.0,1.0,10.0,0.409411764706,0.0,-0.214035087719,0.0,0.0,1,5
1196.09732198,12.0,1.0,6.0,0.484980477039,0.0,-0.278826530612,0.0,0.0,1,2
1184.24574875,7.0,1.0,9.0,0.498076599327,0.0,-0.5875,0.3125,0.0,1,5
1616.76855718,8.0,1.0,9.0,0.292016317016,0.0,-0.071875,0.0,0.0333333333333,1,1
1063.18267673,9.0,1.0,7.0,0.55625,0.0,-0.168518518519,0.0,0.0,0,1
1899.69220054,38.0,15.0,7.0,0.418631897203,0.0,-0.406481481481,0.0,0.0,0,1
1633.36849646,4.0,0.0,7.0,0.416666666667,0.0,-0.2,0.0,0.0,0,0
1322.7190151,7.0,1.0,6.0,0.486038961039,0.0,-0.385714285714,0.1,0.0,0,0
1328.49174149,2.0,0.0,8.0,0.198636363636,0.0,-0.15625,0.0,0.0,0,2
2332.4736454,38.0,11.0,9.0,0.404146869391,0.0,-0.243055555556,0.0,0.0,0,0
824.463631285,14.0,1.0,10.0,0.547159090909,0.0,-0.340277777778,0.0,0.1,1,1
1811.42533197,29.0,20.0,9.0,0.540599876314,0.0,-0.213461538462,0.7,0.4,1,1
1274.46199027,7.0,0.0,7.0,0.43047017797,0.0,-0.25,0.5,0.136363636364,0,2
1761.37392069,21.0,20.0,9.0,0.52927469356,0.0,-0.230753968254,1.0,0.5,1,5
1072.81678638,5.0,1.0,5.0,0.422962709805,0.0,-0.113492063492,0.0,0.0,0,2
1223.24090063,12.0,1.0,6.0,0.449412511608,0.0,-0.367901234568,0.2,0.15,0,1
1228.60267131,7.0,5.0,8.0,0.407215856039,0.0,-0.197445436508,0.0,0.0,1,5
1236.37271881,3.0,1.0,6.0,0.446778711485,0.0,-0.139583333333,0.0,0.0,1,3
1085.82678638,3.0,1.0,5.0,0.407837301587,0.0,-0.166666666667,0.0,0.0,0,2
2760.03743863,6.0,0.0,7.0,0.612162162162,0.0,-0.276893939394,1.0,0.5,0,1
1672.43402811,5.0,1.0,10.0,0.48375,0.0,-0.406666666667,0.0,0.0,0,0
2729.9647424,3.0,1.0,10.0,0.358695652174,0.0,-0.246666666667,0.0,0.0,1,0
2324.99786192,19.0,1.0,9.0,0.572222222222,0.0,-0.330357142857,0.75,0.75,0,0
1441.34084863,4.0,1.0,8.0,0.427770562771,0.0,-0.189583333333,0.3,0.0,1,2
1003.95113128,6.0,1.0,10.0,0.4952725305,0.0,-0.417857142857,0.0,0.0,0,1
1898.1233838,6.0,1.0,8.0,0.485769400353,0.0,-0.250115740741,0.0,0.0,0,1
1861.74328279,11.0,1.0,7.0,0.598638344227,0.0,-0.35,0.0,0.0,0,4
887.895982974,6.0,1.0,4.0,0.466230759981,0.0,-0.258333333333,0.0,0.0,0,2
1731.75518634,6.0,1.0,6.0,0.470687645688,0.0,-0.472916666667,0.0,0.0,1,1
1376.67916342,3.0,1.0,8.0,0.286363636364,0.0,0.0,0.0,0.0,1,5
2360.21034507,3.0,0.0,6.0,0.466666666667,0.0,-0.277777777778,0.4,0.3,0,1
3122.90955694,2.0,0.0,5.0,0.380277777778,0.0,-0.155555555556,0.4,0.1,0,1
1771.32232198,2.0,0.0,6.0,0.478333333333,0.0,-0.466666666667,0.55,0.25,0,2
1579.2786193,23.0,19.0,8.0,0.504117734118,0.0,-0.24362745098,0.125,0.0,1,5
1455.59953384,19.0,34.0,8.0,0.516890272262,0.0,-0.241946778711,0.0,0.0,0,5
850.401116487,6.0,1.0,8.0,0.470427489177,0.0,-0.125,0.0,0.0,1,2
2194.17908075,2.0,0.0,5.0,0.588461538462,0.0,-0.209375,0.95,0.7,1,1
1496.57788402,2.0,1.0,7.0,0.420867768595,0.0,-0.125,0.5,0.136363636364,0,5
2735.28140906,2.0,0.0,10.0,0.75,0.0,0.0,0.0,0.0,0,0
1685.5279773,7.0,1.0,3.0,0.339174603175,0.0,-0.246527777778,0.0,0.0,1,2
3067.46601006,4.0,0.0,7.0,0.56041218638,0.0,-0.312148148148,0.166666666667,0.0,0,1
867.335218808,13.0,1.0,6.0,0.400963636364,0.0,-0.15625,0.454545454545,0.136363636364,1,1
1411.9637296,2.0,0.0,6.0,0.422887864823,0.0,-0.303517316017,0.0,0.0,0,5
1308.91028979,14.0,1.0,6.0,0.456088238003,0.0,-0.226050420168,0.0,0.0,1,5
1568.4040108,2.0,0.0,9.0,0.210909090909,0.0,-0.110416666667,0.0,0.0,0,5
1004.04444012,4.0,1.0,6.0,0.525,0.0,-0.170833333333,0.0,0.0,0,5
1237.76398865,2.0,1.0,6.0,0.328571428571,0.0,-0.227579365079,0.0,0.0,0,2
1268.29297367,13.0,1.0,10.0,0.334233766234,0.0,-0.238888888889,0.0,0.0,1,2
2699.62452256,4.0,0.0,7.0,0.571428571429,0.0,-0.2125,1.0,1.0,1,1
1674.32541828,8.0,1.0,5.0,0.54007996633,0.0,-0.247916666667,0.75,0.25,0,3
1734.43623325,7.0,0.0,10.0,0.384428571429,0.0,-0.108333333333,0.3,0.3,1,5
3296.82543276,4.0,0.0,7.0,0.524117647059,0.0,-0.368072916667,0.35,0.2,0,1
1350.01867749,7.0,1.0,8.0,0.463465408049,0.0,-0.367222222222,0.216666666667,0.0833333333333,0,2
1119.54991713,11.0,1.0,7.0,0.498401360544,0.0,-0.307589285714,0.0,0.0,1,2
1496.11870069,10.0,1.0,10.0,0.399015151515,0.0,-0.25,0.0,0.0,0,1
1703.17421697,53.0,19.0,9.0,0.509676028578,0.0,-0.231972789116,1.0,0.0,0,5
1578.65945804,5.0,1.0,6.0,0.411706349206,0.0,-0.3125,0.0,0.0,1,5
2873.25803881,2.0,0.0,10.0,0.621717171717,0.0,-0.4,0.8,0.6,1,0
1181.61518167,4.0,1.0,10.0,0.441503267974,0.0,-0.155555555556,0.0,0.0,1,0
1115.14338052,3.0,13.0,9.0,0.542916666667,0.0,-0.436742424242,1.0,0.125,1,3
2209.94843951,4.0,1.0,4.0,0.504063678257,0.0,-0.207142857143,0.0,0.0,1,4
2496.24613405,8.0,1.0,10.0,0.373717948718,0.0,0.0,0.5,0.136363636364,0,0
1315.5248481,5.0,1.0,5.0,0.441666666667,0.0,0.0,0.0,0.0,0,5
1237.32183556,13.0,1.0,7.0,0.585979755539,0.0,-0.202380952381,0.454545454545,0.136363636364,1,1
1433.04678006,3.0,1.0,8.0,0.467240215924,0.0,-0.291964285714,0.454545454545,0.136363636364,1,5
1036.2091184,8.0,1.0,6.0,0.364208588347,0.0,-0.190277777778,0.0,0.0,0,3
1170.6575743,2.0,18.0,8.0,0.421691919192,0.0,-0.2125,0.0,0.0,1,5
1397.91171976,24.0,1.0,8.0,0.492621527778,0.0,-0.257407407407,0.333333333333,0.25,1,4
